ModelName,CPUUsage,RAMUsage,Temperature,Voltage,DiskUsage,FanSpeed,ProblemDetected
Asus MacBook 5885,29.15041698,49.70701571,99.290894,12.08195384,69.00199842,1378,Overheating
Asus Satellite 3225,98.72599017,32.34847729,87.95442289,19.29061247,25.25094866,1134,Power Issue
Asus ThinkPad 8241,72.87741247,46.85416978,83.78459431,14.47273456,62.19580901,2202,Disk Failure
Asus MacBook 7075,9.420880337,50.28654641,99.1216669,16.17390762,95.2919314,4388,No Problem
Asus Galaxy 1488,56.64944582,63.85183928,48.82081777,19.82928911,81.13355182,1808,Overheating
Asus MacBook 2500,66.08084198,85.65940678,63.12082108,11.43504364,0.854197962,1983,Power Issue
Asus Pavilion 9520,13.55169669,85.4649091,39.90918048,10.83661056,81.2820907,3001,Disk Failure
Asus MacBook 9436,27.58145098,16.81166035,88.47940105,13.16857763,75.24751123,4697,Memory Leak
Asus MacBook 7389,30.28445222,54.98868794,22.62048597,11.85540006,91.84933023,3953,Overheating
Asus Aspire 2115,46.64001506,84.03243039,20.09261663,18.67941015,90.79634505,4362,Disk Failure
Asus Inspiron 3284,94.05437734,42.25796437,45.56218438,17.44906,0.700607518,4889,Memory Leak
Asus Satellite 2838,92.35643457,62.11851352,69.01788239,14.08517588,65.37119533,2578,Power Issue
Asus Satellite 8794,35.68037436,68.99940004,85.11672042,10.20031604,17.6711311,2674,Power Issue
Asus Satellite 9283,78.67428546,71.23677056,67.10298831,11.5117969,32.77378882,3891,Disk Failure
Asus Aspire 9614,4.836760221,62.91102847,29.59451395,18.57503756,53.00914498,1497,Disk Failure
Asus Aspire 1782,56.65448633,64.36511285,99.80263754,12.23846266,12.30843999,4211,No Problem
Asus Satellite 4685,72.03608457,59.24326205,61.45125018,10.34904858,79.53897639,2318,Overheating
Asus ThinkPad 3877,1.172696833,67.02559626,50.62896536,19.74043524,37.17300844,4298,Overheating
Asus ThinkPad 5330,63.25222312,47.97149938,49.40073871,10.74454597,14.19147643,3085,Memory Leak
Asus Aspire 2238,61.31340426,21.25432679,49.12201277,10.10585874,7.548133929,1772,Disk Failure
Asus Galaxy 7843,10.91442651,53.79490946,71.94841554,16.61619286,6.293823718,1293,Power Issue
Asus Satellite 9996,24.0628791,15.52122285,60.23115844,16.70406856,43.79926005,4417,Memory Leak
Asus Galaxy 8292,5.843844932,22.93606883,69.72864744,15.71744421,51.2113641,3062,Overheating
Asus ThinkPad 6232,52.80118098,47.1836122,21.23546294,12.63591524,8.458742886,4667,Disk Failure
Asus Aspire 4156,0.522181833,87.86334433,58.11780729,17.35090813,20.74849771,3854,No Problem
Asus Pavilion 8552,72.68619716,99.4211546,91.74264369,14.64389649,96.4278448,2354,Overheating
Asus Satellite 4969,70.63052257,39.43412595,69.72897878,15.07867217,81.86502587,2829,Power Issue
Asus Inspiron 3866,15.32586088,58.25803062,53.20292363,17.63716635,30.46551026,2398,No Problem
Asus Inspiron 2119,47.52375208,27.81222604,84.50904851,10.10630227,60.03145431,3595,No Problem
Asus Galaxy 8293,6.409447885,6.742868313,97.41308364,12.47977519,3.186763818,3087,Memory Leak
Asus ZenBook 2132,15.78483365,22.59151765,60.2433819,14.88650419,93.02467914,4030,Disk Failure
Asus Inspiron 3706,72.18502161,12.46812716,95.70131174,17.52236675,94.33754447,4348,Disk Failure
Asus Inspiron 9866,11.49609955,80.3535962,48.53968853,11.09763347,58.28784438,4204,Memory Leak
Acer Galaxy 4882,90.77713376,18.69012251,53.10536111,14.17234125,18.22541354,2846,Overheating
Acer ThinkPad 1029,0.267609727,17.95088634,74.26997964,15.45233197,66.35780775,2900,Power Issue
Acer MacBook 3801,80.2334035,16.55952093,20.71431944,15.55919452,92.68422642,3219,No Problem
Acer ThinkPad 3464,74.03914276,74.66558043,71.94916662,10.81414822,42.17139303,1697,Memory Leak
Acer Aspire 1072,87.02923695,82.00795247,29.25923063,14.70293902,69.83218092,2221,Power Issue
Acer Pavilion 6739,59.94667329,32.5728321,82.29849689,15.64156502,70.20738097,3100,Power Issue
Acer Pavilion 1005,67.23653555,13.78913624,46.39063155,12.25048682,5.4481393,4307,No Problem
Acer Inspiron 1013,67.03386801,50.08113864,56.0137712,10.1434977,29.64668699,4194,Power Issue
Acer Vaio 9627,47.90144143,96.44754769,68.02655308,14.25814001,84.7950838,2572,Memory Leak
Acer Galaxy 3990,95.16847069,69.19927505,46.61204553,10.65478637,41.09550669,3960,Disk Failure
Acer Pavilion 8896,65.46733187,33.79439496,62.81329269,16.96275163,84.70895037,1285,Disk Failure
Acer Surface 6808,63.36954792,42.57620859,58.67462472,14.49682397,0.721190283,3915,Memory Leak
Acer Aspire 2307,39.72963952,99.11472424,58.55362394,16.56762059,25.87961945,3780,No Problem
Acer Satellite 6817,88.21355777,95.48927193,37.96883476,16.76262384,57.01063608,3977,No Problem
Acer ZenBook 2845,4.140843816,74.97525705,79.69504675,16.8814375,76.19008787,3154,Power Issue
Acer Vaio 3763,74.55833094,10.05500531,93.31548183,15.21309808,20.73718423,3225,Disk Failure
Acer Inspiron 6784,91.87710861,93.02811923,22.63312738,10.54582836,95.78962694,2963,Power Issue
Acer Pavilion 9827,29.0836225,27.41594915,38.75281095,10.10111251,54.02300832,1393,Disk Failure
Acer Satellite 3767,34.88113125,25.67086282,24.28440425,18.02986517,49.70934807,4704,No Problem
Acer Surface 7669,22.95492754,59.02556639,71.09503575,12.88553696,3.754856313,2749,Overheating
Acer Galaxy 3392,0.247444997,20.16953958,94.01298257,18.24176174,77.70430731,2679,Power Issue
Acer ZenBook 8100,40.73300378,1.873923471,21.51000804,16.02454107,45.75622174,4933,Memory Leak
Acer Pavilion 5012,71.14253726,70.43495443,85.70701091,16.83700791,78.61346096,2845,Power Issue
Acer Aspire 9948,57.6058492,70.87135292,22.45929206,10.10204208,23.59127244,3766,Memory Leak
Acer Satellite 5558,8.94112546,38.07299688,54.47598495,19.43907681,90.61317861,2163,No Problem
Acer ThinkPad 4037,40.41871763,39.79807578,96.14367503,11.49521478,32.04520686,4916,No Problem
Acer Satellite 9507,25.46571802,82.78019673,81.22448117,16.84792397,4.173198957,1145,No Problem
Acer MacBook 8451,87.36741516,94.30142287,89.16673095,19.38936662,42.63765021,2437,Power Issue
Acer Satellite 9625,44.9561009,63.63648196,28.48205554,19.70378776,5.390471487,2374,No Problem
Acer ThinkPad 2956,55.51230903,5.29054611,48.22281113,18.4778901,87.54664675,2335,Power Issue
Acer ZenBook 5018,80.82321946,76.86671071,82.34057738,12.19390494,36.83284933,4497,No Problem
Acer Aspire 2296,87.43743839,65.87900568,85.72003024,15.05292666,75.18648287,3833,Disk Failure
Acer ZenBook 9229,14.19874039,1.791459233,86.84697206,19.35287561,4.99349167,4915,Power Issue
Acer Galaxy 7269,54.83454204,66.49145437,79.24967622,15.7275068,12.30626779,4800,Disk Failure
Acer Aspire 9678,40.54639091,38.03362882,96.08145786,14.43518787,55.57304878,4183,No Problem
Acer MacBook 3099,83.78532628,64.14874514,68.37353638,11.14732677,23.14556075,3214,Power Issue
Acer Galaxy 1089,47.0775035,53.6692607,77.43878247,18.84847575,85.31929521,3379,Overheating
Acer Inspiron 9321,11.16556099,27.2285393,49.11933714,17.24798211,17.21243257,3679,Disk Failure
Acer Aspire 1775,53.87711296,73.42507045,82.01742332,13.52153566,13.97673649,2728,Disk Failure
Acer Pavilion 7858,56.17724458,81.61196335,23.56842124,18.7715871,59.60157663,3688,Disk Failure
Acer Surface 3003,78.64506112,8.97830942,60.14784128,15.85006471,24.30779846,1711,Memory Leak
Acer Aspire 3825,8.550663847,24.52014317,71.36983956,19.049797,75.06139049,2284,No Problem
Acer ZenBook 1796,91.37288431,34.87904696,75.91925365,10.51992077,72.31613183,3710,Disk Failure
Acer Surface 3809,45.27700582,64.45611106,29.77833476,16.11720095,91.57275604,3160,No Problem
Acer Vaio 9767,15.5454935,97.69759151,64.4942734,15.9123934,29.77829081,1469,Overheating
Acer Aspire 6500,35.86376701,31.96092042,67.63725529,14.64724344,32.53362787,3602,Power Issue
Acer Satellite 4007,56.24260821,43.53648339,46.18849856,16.30321164,22.45589168,3654,Power Issue
Acer Satellite 4225,69.91644518,33.86661505,61.72407152,13.03512008,98.90370267,1333,Memory Leak
Acer Inspiron 3027,71.82844018,40.93297245,40.54011748,12.15013931,60.00830534,1478,Disk Failure
Acer Galaxy 4666,31.04960057,20.56069942,96.61099457,13.79564259,65.31192378,3088,Overheating
Acer MacBook 9449,76.01011147,35.19105073,83.77454565,19.94931771,81.53102194,3420,Disk Failure
Acer Vaio 8359,60.17158542,57.23487439,83.9393375,13.37038977,20.94613224,2380,Power Issue
Acer MacBook 5055,8.062044095,89.80837667,43.25559113,13.25927785,42.74819414,1676,Memory Leak
Acer ThinkPad 8084,7.424920268,3.319338695,82.60828002,14.95297457,45.46911748,3536,Disk Failure
Acer Inspiron 6271,38.6510965,21.87134822,26.87227573,15.67799459,72.88836306,3498,No Problem
Acer ThinkPad 5139,89.19214751,11.67602705,63.61548048,11.73769527,54.66531485,4592,Power Issue
Acer Inspiron 2316,14.0189128,48.62536994,56.51832076,19.63361968,27.56990474,2291,Overheating
Acer Vaio 2943,60.26144085,32.88280057,89.80486812,19.9673137,52.48447731,4340,Overheating
Acer MacBook 3789,84.24449091,58.49487958,86.19986441,11.02881154,71.21894286,3549,No Problem
Acer Satellite 6367,93.09286263,83.20401272,83.03421722,10.10401135,64.42783747,1581,Disk Failure
Acer Galaxy 7441,47.23623648,11.94527012,63.54130497,17.33006383,80.98791969,2441,Overheating
Acer Galaxy 1559,12.32687676,62.45593359,52.30644282,15.15227394,93.93274219,1608,Overheating
Acer ThinkPad 8190,29.59783674,20.52150377,47.1183041,14.58858973,15.90190292,2787,Disk Failure
Acer Aspire 3226,70.19962787,3.060110669,93.82685983,17.41751668,85.62744064,3083,Power Issue
Acer ZenBook 7982,39.49754609,81.58378327,95.92866219,16.54858956,74.6673575,2928,Power Issue
Acer Galaxy 8917,28.84512224,74.01123027,44.68147059,12.18398365,75.47122167,3000,No Problem
Acer ZenBook 3442,85.37136004,67.15237617,21.51397682,19.65805944,89.29956312,3647,No Problem
Acer Galaxy 3609,4.553759582,77.27856244,45.38053032,19.96208535,22.74958822,3691,Disk Failure
Acer Aspire 9503,12.1827197,38.82905238,74.36854809,19.75469643,90.94071327,2262,Power Issue
Acer ThinkPad 2253,37.31459217,58.95254332,65.02721913,14.1386665,33.950576,2787,Memory Leak
Acer ZenBook 6390,37.67645068,15.66503498,62.00660895,18.00402,42.83185029,3138,Overheating
Acer MacBook 4729,7.24151501,71.94490978,77.80975612,13.58455766,9.650141187,4923,Memory Leak
Acer Galaxy 2247,71.25228255,92.39480349,84.99485594,16.68920783,82.34846026,2080,Disk Failure
Acer MacBook 2355,32.01685138,41.56018966,35.23026028,13.94997467,92.37810839,3089,Memory Leak
Acer Aspire 1928,96.58907418,13.03180183,87.73362592,14.40594104,8.555611388,1598,No Problem
Acer ThinkPad 5731,79.71337067,38.27746716,84.06479421,16.98285634,21.50016011,4597,Memory Leak
Acer Inspiron 8779,48.48501773,42.49610567,69.98800335,14.20471517,56.06751744,2626,No Problem
Acer Surface 8623,19.09036457,23.45737856,75.51285077,18.33322707,59.02148217,4764,No Problem
Acer ThinkPad 5745,88.62477555,3.238694342,24.88337781,11.5419826,36.06474317,1842,Disk Failure
Acer Satellite 7368,86.49362362,75.57963619,55.89909654,15.81354031,56.09603333,1327,No Problem
Acer Surface 7848,81.10790629,48.51761873,22.18358171,11.32322089,29.05091031,3337,Power Issue
Acer MacBook 7188,61.26757274,94.456937,57.78728975,16.99801924,73.57061995,2894,Power Issue
Acer Galaxy 6372,81.45331339,96.96899247,36.74976166,11.57014256,21.34843611,3389,Memory Leak
Acer Aspire 9005,5.458535565,56.01512677,33.98296674,10.73832171,28.6187509,4181,No Problem
Acer Vaio 6407,96.93032317,87.78975629,43.59156869,18.32827513,13.35509821,1245,Memory Leak
Acer Galaxy 8664,99.77960576,84.22671785,54.03793254,15.91540011,69.91246164,3523,Overheating
Acer MacBook 1574,27.40145275,93.61434897,46.35599459,15.44933384,84.58274702,1662,Power Issue
Acer Inspiron 8044,22.7920543,16.46807472,77.43229707,19.46435969,91.0629899,2942,Power Issue
Acer Vaio 1569,8.087632485,14.30028963,44.77899519,13.40852311,97.4735934,2886,Disk Failure
Acer Surface 9874,97.63661313,8.007758415,40.88768178,12.27810099,42.33699033,2776,Overheating
Acer Aspire 6120,81.10111522,98.2149631,46.71840206,10.30954547,26.89953668,2582,Memory Leak
Acer Pavilion 4136,37.72963551,42.32998052,47.48835746,10.27051699,44.66575199,3475,Power Issue
Acer Aspire 4390,25.01542069,1.258938871,26.3543431,18.5924927,13.22459434,2697,No Problem
Acer ThinkPad 1343,46.15319949,95.69931853,25.19025592,19.25826067,20.08280357,3628,No Problem
Acer MacBook 1526,21.72101253,8.581067868,43.41749706,15.58372841,90.60119179,1737,Disk Failure
Acer Galaxy 6685,40.00127656,4.696176966,65.48106467,13.96070118,3.011351662,3235,Disk Failure
Acer Pavilion 7223,47.98163783,58.87487132,31.0488721,12.67011021,46.29685048,3116,Disk Failure
Acer Satellite 2906,52.47139118,7.04177271,59.20245527,11.64652021,45.60550522,3848,Memory Leak
Acer Vaio 5885,91.42916825,58.58202542,50.02769535,15.37715656,21.95116111,1812,Power Issue
Acer ZenBook 3713,59.50568247,59.60870914,91.92122435,16.92887734,63.87005771,2481,Disk Failure
Acer Aspire 5217,50.4959798,94.58005493,21.62534772,12.41704158,48.25869412,1821,Disk Failure
Acer Vaio 8938,96.7859586,87.62414842,67.70348248,17.60663804,94.80277,4262,Power Issue
Acer MacBook 7947,74.2331827,43.80328963,61.36019741,18.12448761,79.65295611,4942,Power Issue
Acer Pavilion 1664,27.75975432,28.7275349,97.85723931,11.95405483,63.09837791,2966,Overheating
Acer Surface 8692,64.95700732,94.7850429,89.55598507,16.45724528,15.00796501,2043,Memory Leak
Acer Galaxy 9519,0.138705521,37.15061183,62.10774938,18.57341285,77.9187867,4730,Power Issue
Acer ZenBook 5340,48.1330106,83.86410955,51.87338057,10.59301952,26.51045874,3153,Overheating
Acer Surface 5245,16.76220557,38.72099242,24.82359831,19.82626329,15.78205148,3133,Disk Failure
Acer ThinkPad 4572,78.27426224,85.35932241,36.43197637,10.47363159,86.36279223,2891,Disk Failure
Acer ZenBook 2945,75.95152035,13.55307202,27.42519429,10.77289544,8.507267252,3936,No Problem
Acer Pavilion 8058,15.94506111,68.35003718,65.69525086,14.83548107,91.62377033,3089,Disk Failure
Acer ThinkPad 4708,73.55060128,31.41179474,77.82463905,14.6003649,97.2063899,1216,Disk Failure
Acer Satellite 1833,81.87080312,61.72765635,61.80246344,11.05401266,70.51838664,3261,Overheating
Acer Aspire 4116,29.82165441,30.66168121,26.19746831,18.12404978,16.65320586,3292,Memory Leak
Acer ZenBook 9404,60.68121859,43.49402561,62.41908854,12.9004368,78.3340564,4307,Overheating
Acer Pavilion 3841,52.37842756,92.3774271,25.81489064,16.59935584,67.07394449,4883,Memory Leak
Acer Satellite 1993,20.49623685,90.86009517,72.18591414,17.55054189,42.84210176,2026,Power Issue
Acer Satellite 5176,21.18699877,10.1089134,69.26990023,14.07145023,77.47473784,3145,Overheating
Acer Aspire 3103,88.99792087,36.91827709,96.6750644,10.56699448,15.55255261,2391,Disk Failure
Acer Satellite 8781,86.56831052,48.46682287,90.22821543,10.86427357,88.66529005,3167,Memory Leak
Acer MacBook 1288,28.55927208,41.0071213,84.29558667,17.31569559,22.42555266,4699,Disk Failure
Acer MacBook 6381,14.14747966,2.89007535,31.23756158,13.67715905,39.78241054,3249,Power Issue
Acer MacBook 3471,42.31328931,32.74802891,38.10543256,19.07412647,58.01484574,2674,Memory Leak
Acer Pavilion 6529,25.70194518,42.5039251,98.83552733,16.2868151,58.3137876,3393,Disk Failure
Acer Pavilion 1947,24.34094833,43.03799408,76.47227988,18.84161841,91.62719258,1973,Overheating
Acer ThinkPad 7297,24.91448738,85.19282656,89.34548304,18.08775315,43.202248,3315,Power Issue
Acer Vaio 7798,72.55790273,72.34490362,36.1015223,17.5341717,83.61915864,2148,Disk Failure
Acer Satellite 5442,78.39619971,47.64441619,36.71911988,17.69446457,76.99833118,1281,Memory Leak
Acer Pavilion 7499,53.52618323,16.68513791,66.7342131,12.02128663,59.79614714,2593,Disk Failure
Acer ThinkPad 2557,33.40082566,11.88677815,31.49235839,16.10923048,16.64917361,4561,Disk Failure
Acer Galaxy 4397,58.99458433,15.52812819,64.34139156,10.63863154,13.50412262,1672,Disk Failure
Acer Satellite 1578,12.81032214,23.39371165,98.46311471,15.28360841,61.13547338,3968,Memory Leak
Acer Inspiron 8605,66.57045707,91.86907011,66.62289114,15.36028634,71.33088947,4763,No Problem
Acer ZenBook 6950,21.81363771,56.87684035,78.30091027,14.72002319,59.65150976,2302,Overheating
Acer ThinkPad 8786,71.45481063,13.5515402,38.81742654,18.87252723,66.15482262,1970,Memory Leak
Acer Satellite 8294,46.31623329,83.47834967,84.812361,14.29066568,60.35383172,4167,Power Issue
Acer Vaio 8214,76.91165204,35.02868369,71.41733542,17.18553074,74.0663253,1453,Overheating
Acer Aspire 9947,57.67903281,17.75907726,33.72615391,12.0089698,46.76804631,2380,No Problem
Acer Satellite 5640,99.20550524,94.41361181,99.07513726,19.63863144,4.405738105,2728,Overheating
Acer MacBook 8927,69.58340178,26.54054291,59.94487806,16.56955561,3.960199794,3223,Overheating
Acer Vaio 5527,72.09285504,9.37495571,40.7329614,19.02017217,5.72616036,4222,Memory Leak
Acer Surface 6976,31.52161001,33.08500324,54.85185083,19.55016446,53.10791628,2224,Power Issue
Acer ThinkPad 8338,71.60821483,52.18326752,95.1841704,11.85333205,27.48254214,3436,Overheating
Acer Vaio 8775,94.06707271,96.81350326,67.85196223,18.91317846,18.32206101,1998,Overheating
Acer Satellite 9322,23.07258324,76.54461896,29.00179794,17.46348691,92.16593991,4970,Overheating
Acer ThinkPad 9624,96.5983605,79.25682764,94.7121076,11.56005221,67.04833736,4469,Memory Leak
Acer Surface 5078,68.07198853,35.36569298,20.65108698,17.01608258,47.15519906,4856,Overheating
Acer MacBook 9985,68.52640582,17.77472644,95.19554482,16.32611431,99.39057758,4642,Memory Leak
Acer Vaio 7430,18.02583954,22.16693226,52.64592974,12.88743824,12.71456187,1315,Memory Leak
Acer Satellite 4336,71.69232815,50.85681699,62.89460769,14.25456979,36.00999392,3213,Overheating
Acer MacBook 9867,12.82211706,71.4027115,72.44289181,19.8323321,67.09227985,2370,Memory Leak
Acer Galaxy 6170,68.85438228,14.40087016,63.28900121,13.49423425,2.601585347,2604,Overheating
Acer Surface 2119,99.43860434,23.00646317,47.09119767,18.70988938,49.45671416,4822,Memory Leak
Acer ThinkPad 8311,74.83981436,78.4980836,31.08059418,11.45603151,33.30793958,1218,Power Issue
Acer Vaio 3142,89.21055193,32.59505935,49.64858672,14.28111906,96.61421193,4282,Memory Leak
Acer ThinkPad 4487,17.44237989,1.920727447,97.06128362,17.67960775,83.6160194,2514,Power Issue
Acer Pavilion 9750,69.61464627,70.64677442,76.1757073,16.05140824,76.23677965,3069,Disk Failure
Acer ThinkPad 7125,31.13356641,67.52461843,38.22833822,12.65365055,68.92639375,4211,No Problem
Acer MacBook 9691,67.77161964,0.10994082,22.62161323,18.75216014,62.30528918,2068,Overheating
Acer ThinkPad 2832,60.85392948,46.2176115,29.72156193,13.48702606,45.89381731,2115,Disk Failure
Acer Pavilion 7664,74.59269215,22.87368575,94.57228655,13.73061941,2.136169654,3828,Overheating
Acer Inspiron 2745,48.70564531,31.87825082,74.11676702,11.82961603,30.57210238,1768,No Problem
Acer Satellite 9917,0.70779556,22.76102348,68.75940872,18.73488218,75.27554472,2377,No Problem
Acer MacBook 1774,83.59007728,3.471561664,31.52457963,16.56352095,19.11557548,4561,No Problem
Acer Galaxy 8962,11.9498889,92.84037579,67.81701042,13.12397751,58.50784757,3906,Disk Failure
